"ID","UID","NAMEID","SPUSERID","PNID","FIRSTNAME","LASTNAME","EMAIL","STATUS","TYPE_ID","AUTHENTICATION_ID","ACTIVATEDAT","CREATEDAT","CREATEDBY","CREATEDBYOBT","CHANGEDAT","ORGANIZATIONTYPE","INVITINGMAHPNID","ORG_ID"
"1bf8d1bc-5f86-4a27-990a-a456ecf2df40","148d5961-829e-4f78-a6e0-3989248b070f","P004446","FA65A2E6-2385-4394-912E-3B7937B5D560","CNPJBP_20210423100420","Ipie","dds","46dhdjsde.87hd@mailnesia.com","Active","3","P004446","2021-04-23 10:07:10.619000000",,,"false",,,,
"b718b8df-21e4-416d-a636-00b5512a0f10","94790df5-ff8b-4c25-818d-588574a261c9","P004462","463F5F53-15F8-4438-8EB4-90090D0A3288","OPOHYS_20210501054129","Ayuet","Ouetdbs","aeysdoiiu.opqytevs232@mailnesia.com","Active","3","P004462","2021-05-01 05:48:21.269000000","2021-05-01 05:41:29.852000000",,"false",,,,
"1ffc286d-7530-4495-a789-4b3859592f45","9f159693-9867-46a9-b435-28b2837f4100","P004466","F9B0C0C4-D37A-4A52-B8B3-F625E4225392","PN-9876543210","Ahdfd","oudbdf","ajdufdy.ouyrere2@mailnesia.com","Active","1","P004466","2021-05-03 10:40:09.509000000","2021-05-03 10:35:31.609000000",,"false",,,,
"f4b3bf34-25f3-44fe-a21e-7f958eaa1c75","fb1da23c-3f19-4113-b1c2-ff8c136dc393","P004468","89C2403C-0389-4086-82F9-79B9914FE36E","null","Gyi","Oihdd","errorkyahai6454@mailnesia.com","Active","3","P004468","2021-05-04 10:10:13.597000000","2021-05-04 10:05:46.833000000",,"false","2021-05-04 10:14:16.836000000",,,
"944e5b0e-eae8-425b-8e55-1c74c511348d","72967116-6c16-4bf8-8287-a1dc03d55e2f","P004469","B8F3D51B-8EF0-482E-8566-C8C313B1779F","null","La","Laa","Lalalal@sdh.in","Active","3","P004469","2021-05-04 10:15:14.299000000","2021-05-04 10:13:51.311000000",,"false",,,,
"b2439d91-2087-4d7e-8ac9-616cc831177a","e2dd5bb2-9a03-4a82-a74a-ecf6f9551a74","P004471","2A967C0A-E9D0-4BBC-B505-955F80D3CC7E","PN-9876543210","Dinesh","Kumar","yuierer.ndfdhfyru87474@gmail.com","Active","2","P004471","2021-05-04 12:10:15.865000000","2021-05-04 12:08:20.129000000",,"false",,,,
"9dcc0e2e-6b45-42a8-a845-3d0e3a3f50f6","045b1ede-306b-4e5d-8c90-b2f993c248cf","P004472","AA8F05ED-3397-4B3A-91E7-48786244EF25","PN-9876543210","Elina","Dec","yuierer.ndfdhfyru87474@mailnesia.com","Active","2","P004472","2021-05-04 12:20:16.619000000","2021-05-04 12:19:41.703000000",,"false",,,,
"e66ba73c-2406-43d7-a0e2-441c8a3050e2","f817e118-73d9-4857-a129-7f32920d5ccd","P004969","8F56A1C1-7196-4278-9054-8C33377B87BB","PNSAP_6001","BP","QAnew","buspartner2468@mailinator.com","Active","3","P004969","2021-09-01 10:59:14.265000000","2021-09-01 10:56:10.799000000",,"false","2021-09-01 11:01:29.774000000",,,
"b2af34e8-dc72-4585-9752-65214fa438e1","7bbfbd49-974c-43c5-a9c1-78bba20745ec","P004594","68E8A9FD-ECC0-4AAB-B831-756488EDE05D","PN-9876543210","test2","test3","qwerty@xyz.com","Active","2","P004594","2021-05-18 06:53:38.511000000","2021-05-18 06:51:39.047000000",,"false",,,,
"8cec86c4-e7b6-4d5d-bee1-6d90cc4ab09d","31c9996c-7793-406b-bbef-7466d7d22e77","P004631","F6CF0467-BD7D-41D3-ABAB-27EE1A20FEAE","FGHCOR_20210527105453","Fgh","User","fghuser@mailinator.com","Active","3","P004631","2021-05-27 10:55:46.141000000","2021-05-27 10:54:53.344000000",,"false",,,,
"d74da24d-0f2b-43f1-9c49-ec5ec64dade6","31ea9b06-4849-4667-9d60-d8409f70730c","P004586","E73D1BA1-E6CE-41E7-B679-13B6356CFA4D","PN-9876543210","Gulmzrk","Synouu","riouy.oiii1223@mailnesia.com","Active","2","P004586","2021-05-11 12:52:03.839000000","2021-05-11 12:22:29.528000000",,"false",,,,
"ca621242-8046-454a-b0b9-fd45b7453c9f","2a718c15-29c9-4e46-8987-357521a862eb","P004587","07AB0FA4-FBE7-49D4-8014-63349C1B6A31","PN-9876543210","ratnakar","security","ramakantharao@security35.com","Active","1","P004587","2021-05-11 12:52:04.592000000","2021-05-11 06:42:10.023000000",,"false",,,,
"aef70d2c-b6ef-4028-a8c3-e33c4f1c2d3c","fd78cab3-7cd7-4822-9258-57b5cb204115","P004588","A56AC5D8-52AA-40EE-A928-3313A5BA6E46","PN-9876543210","ratnakar","security","ramakanthara3o@security.com","Active","1","P004588","2021-05-11 12:52:05.183000000","2021-05-11 06:43:04.094000000",,"false",,,,
"493484a8-8a97-40f5-91b9-dc74aed7d4cd","070c692c-554d-4be1-bf53-f7c99a7a698f","P005899","0E214F1F-9F4F-4BB9-8564-CCD2C814602E","PNBRICHCUST004","Brich","Cust 005","Brichcust005@malinator.com","Active","2","P005899","2022-02-01 12:20:35.030000000","2022-02-01 12:17:13.815000000",,"false",,,,
"aaf59cad-206f-40e9-81fb-5b9bc9d84cf2","fbce010a-e24d-41fa-86ae-c6f030fabbb2","P005072","F1E86294-095D-426A-98C8-376C32741461","PNNOVARTIS20160811","Customer","EPCISAdmin","customerepcis@mailinator.com","Active","1","P005072","2021-09-15 04:40:32.338000000","2021-09-15 04:39:27.419000000",,"false","2021-10-10 20:11:11.391000000",,,
"110e292b-4e55-4bf3-b959-d4294fd1094c","973008a7-fe34-4b6f-8701-ebd4952bf1b5","P006181","BC34217E-8385-404E-A340-918B6AD08530","USDISP_20220325094545","US","Dispenser5","us.dispenser5@mailinator.com","Active","3","P006181","2022-03-25 09:48:25.955000000","2022-03-25 09:45:46.638000000",,"true",,,,"USDISP_20220325094545"
"b0d00e4a-bf0a-4e5f-a182-aa4608b1e6ca","be8e07f6-33a8-4bd3-a596-399b832b1c9e","P004447","AB11386D-E0AF-4738-933E-1D0B5073B251","PNSAP_6001","Dummy","User","UserMgmtAppTest5@gmail.com","Active","1","P004447","2021-05-12 11:41:42.822000000","2021-05-12 11:40:40.527000000",,"false","2021-08-17 05:32:30.991000000",,,
"eb21fb6b-26c3-4861-ab7f-5bd333ca8009","30a4f4ff-7e9f-4cea-869f-bfb20a0c08f0","P006182","555E60D4-A533-4A37-8725-7DC0F4C19D5E","USSCDI_20220325101127","USSC","Dispenser6","us.dispenser6@mailinator.com","Active","3","P006182","2022-03-25 10:13:26.889000000","2022-03-25 10:11:28.187000000",,"true",,,,"USSCDI_20220325101127"
"abf6858f-0419-42a1-86e7-f518f5ef18d6","1188c134-6ee7-4f50-b928-34e8a15cc581","P006184","6DA08024-28EF-485C-97B6-99297962792F","TEST_20220325105015","test","3","msrk92@mailinator.com","Active","3","P006184","2022-03-25 10:53:28.468000000","2022-03-25 10:50:16.521000000",,"true",,,,"TEST_20220325105015"
"ff0f1b6c-9702-41b1-a6a2-8534f0cc7545","e0d62885-556e-4211-929f-18906cca005b","P004787","FAEA6BDC-C5A1-4D8D-B18B-4E4762B27261","BPCOMP_20210715083546","Dennis","Keilbach","dennisk@mailinator.com","Active","3","P004787","2021-07-15 08:35:48.160000000","2021-07-15 08:35:46.793000000",,"false","2021-07-15 08:37:22.756000000",,,
"7badbd71-a741-494c-9f86-9901331ec15b","4ff9956d-2635-4554-ac93-826a6a4aa8d6","P004788","0D88CFBC-2986-4183-94A3-141AAD1C8751","BPCOMP_20210715100243","BP","Admin3","bpuser3@mailinator.com","Active","3","P004788","2021-07-15 10:02:49.989000000","2021-07-15 10:02:43.038000000",,"false","2021-07-15 10:04:16.965000000",,,
"270d01a6-178c-408c-845d-8601ac2df035","059df672-ab7c-4caa-8c9c-eb552d8272f7","P004789","56472CB2-3160-46D9-953C-6A1A9383CD7F","UVWCOR_20210715113926","John","Doe","johndoe@mailinator.com","Active","3","P004789","2021-07-15 11:39:51.918000000","2021-07-15 11:39:26.090000000",,"false",,,,
"43a7d668-c4ea-462b-82d5-170a16ee7b8b","27c9e519-82df-4406-9210-418724ec7230","P004790","931AAD69-3A09-4A06-92BE-1EED522D591D","PNBHRCUSTPNID0002","Mariam","Oladipupo","mariam.oladipupo@sap.com","Active","2","P004790","2021-07-15 12:56:54.319000000","2021-07-15 12:49:27.709000000",,"false",,,,
"c09f54fd-110e-4a2c-a1f6-645ceac30811","02010edd-3b28-4ac7-bcb8-b0f76da8ac76","P004791","29E94471-F74D-463B-8E44-8B3484AD820F","DEFCOR_20210715134829","Dennis","Keilbach","denniskeilbach@mailinator.com","Active","3","P004791","2021-07-15 13:48:56.706000000","2021-07-15 13:48:29.816000000",,"false","2021-07-15 13:50:18.162000000",,,
"f4467b3b-69cb-4641-8cbb-1d45778bacfc","4dd8b0a4-dd5c-44d0-a28f-7420fbb5bbec","P004796","C75BEFC2-D9A7-480C-A74D-2991B55BBBF6","DFCORP_20210716084925","Dennis","Keilbach","keilbachdennis@mailinator.com","Active","3","P004796","2021-07-16 08:49:29.371000000","2021-07-16 08:49:25.641000000",,"false","2021-07-16 08:51:33.792000000",,,
"8217e631-ba63-4bc2-8952-e396472a131c","21138edd-515c-4eb3-bbb1-b4086b63b637","P004809","FE16DCA7-07A8-46A8-BAA9-45DB7F2C6F15","PN-9876543210","Test","APT","testapt@gmail.com","Active","1","P004809","2021-07-20 10:41:35.392000000","2021-07-20 10:41:31.601000000",,"false",,,,
"b03d9142-e73e-4d8d-a539-714f57163837","ce5a8612-edc9-434a-b987-c4defd0cec3e","P004810","920A4918-8395-4601-B6AB-EB51EDF96FAA","PN-9876543210","Test","APT","testapt1@gmail.com","Active","1","P004810","2021-07-20 11:04:36.882000000","2021-07-20 11:04:13.307000000",,"false",,,,
"789603bc-40d9-4c32-bbcd-3d880db175d0","ea3b898b-79be-41ab-ad08-8658966c0d72","P004811","75AF2416-8579-4997-9FBF-3982E6CF9D76","PN-9876543210","test","apt2","testapt2@gmail.com","Active","1","P004811","2021-07-20 11:06:37.807000000","2021-07-20 11:06:36.368000000",,"false","2021-07-20 11:10:23.500000000",,,
"18a552a3-230b-4e84-9996-bdcfbdd51577","61ba9665-dbd0-4d42-8c4a-cd83fce88f18","P004813","6993FAF2-1FF1-4813-A0BC-FFFE5FBE9416","PN-9876543210","test3","apt3","ashved.datkhile@hotmail.com","Active","1","P004813","2021-07-20 16:02:42.017000000","2021-07-20 16:02:30.624000000",,"false","2021-07-20 16:12:47.869000000",,,
"4f1a7032-4338-4c8f-8d59-f564f267a38b","8d56f68e-db32-44c3-ac4d-8340f5a0a434","P004814","10789017-275A-45C8-A509-CCF9DF794FD7","PN-9876543210","ashved","Datkhile","datkhileashved4321@gmail.com","Active","2","P004814","2021-07-20 16:52:43.359000000","2021-07-20 16:52:33.261000000",,"false",,,,
"98b26a6e-7b96-4ede-a92c-4505abda33f5","b05b61cf-b1a8-48a1-be75-2ab39ce650bb","P005235","FD390B1F-1733-4E1B-8A7C-E2F4131010CA","PNNOVARTIS20160811","User4","Regression2111","user4regression2111@mailinator.com","Active","2","P005235","2021-10-09 14:35:16.106000000","2021-10-09 14:34:09.348000000",,"false","2021-11-09 09:47:40.617000000",,,
"501f3deb-c9ba-48e0-a525-2ea7de1ea7f2","366439f7-56f7-46cb-a30e-76bfef7f387d","P004827","5D7ED02C-D9AA-4C2B-877A-3D45B5146BA3","PNSAP_6001","test","user","testuser@sap.com","Active","1","P004827","2021-07-22 10:22:19.153000000","2021-07-22 10:21:23.482000000",,"false","2021-07-22 10:50:46.221000000",,,
"e07be869-5a05-4014-bdb2-91ad31d391c0","f006d863-cf18-401a-99fd-8a1ea2ea2a56","P004829","E88A2041-9D5F-435C-B39A-F00328EC4785","XYZ_20210722133729","Anil","Kumar","anilsureshk@gmail.com","Active","3","P004829","2021-07-22 13:38:24.173000000","2021-07-22 13:37:29.158000000",,"false","2021-07-22 13:40:27.528000000",,,
"c3d1c980-f55c-4595-9e4c-a882fd1987e9","02e8ba96-9fc0-47bf-9e14-027d608c2201","P004833","6D03CD6F-CCCF-432F-9469-D355FBDA0DDD","PNSAP_6001","test","test","testtest@gmail.com","Active","2","P004833","2021-07-26 04:12:28.343000000","2021-07-26 04:12:27.963000000",,"false",,,,
"fa669e21-7160-4333-bac4-50060f158918","d0640183-a196-4d68-80bb-5fffa04b4b7c","P004856","BF0EF78D-ED86-4324-8DFD-83C104168326","BPCORP_20210803072946","BP","CORPS","UserMgmtAppTest2@gmail.com","Active","3","P004856","2021-08-03 07:30:40.001000000","2021-08-03 07:29:46.730000000",,"false","2021-08-03 07:36:12.108000000",,,
"c58198c9-550a-4dd6-9931-b7694415500d","68b6fc67-f7d2-4dc0-a22c-a3588bee5e51","P004876","1BE191F6-AB74-484A-BE14-37A37D452D6E","BUSYPA_20210813120705","QA","BP7","busypartner7@mailinator.com","Active","3","P004876","2021-08-13 12:09:03.155000000","2021-08-13 12:07:05.022000000",,"false","2021-10-07 16:34:47.346000000",,,
"ced0de9c-c482-4498-aa43-96c7c0466f4e","5afcafb7-bd57-4750-80e3-974ab8173ef6","P003000","CC409BF5-2112-4DF1-8FF4-DC930306D0C1","PNNOVARTIS20160811","Novartis","Test","4mshriku@gmail.com","Active","1","P003000","2021-06-25 07:10:27.682000000","2021-06-25 06:48:28.844000000",,"false","2021-09-17 14:25:02.186000000","PNNOVARTIS20160811",,
"d3577c0c-7e3a-4239-8320-fd3a635eabd6","caa0af95-c80a-441b-87e8-6dbe86e57f81","P006192","83039DE0-1941-44A0-A13C-65429E6274C0","DEMODE_20220328062858","Demo","dev","brazildev2025@mailinator.com","Active","3","P006192","2022-03-28 06:33:42.198000000","2022-03-28 06:28:59.502000000",,"true",,,,"DEMODE_20220328062858"
"b440aba3-53f8-47fd-a904-ef7136a78c4a","9189d25f-c725-47a6-ab17-f6ba77d96853","P005089","0BB3E60F-BEA7-43C7-900F-CC696E8A6350","PARTNE_20210617120829","QA","LatestBP","bpqalatest@mailinator.com","Active","2","P005089","2021-09-17 13:18:58.576000000","2021-09-17 13:15:10.703000000",,"false","2022-02-05 13:25:14.700000000",,,
"61da765c-7f40-4f30-abf7-b24c19a5fe71","57cd0c51-0cc3-4a2e-a0bd-bcc9ab8378bc","P005144","0B36246B-866D-4932-8A7B-68A5EF0C31C7","BPBACK_20210927101758","Backend","BP","bpbackend24@mailinator.com","Active","3","P005144","2021-09-27 10:19:50.745000000","2021-09-27 10:17:58.886000000",,"false","2021-09-27 10:24:21.190000000",,,
"084857de-e6b7-412d-9c95-07e853fcdb8c","a17126ae-4395-403b-ba12-9d33c58dc947","P005191","54ABE3B7-9A7B-44FD-823E-E24605C610F2","BPQA_20211005093424","BP","QA60","bpforqa007@mailinator.com","Active","3","P005191","2021-10-05 09:35:58.676000000","2021-10-05 09:34:24.333000000",,"false","2021-10-05 09:41:14.106000000",,,
"1fe9f557-c35b-4c9f-aff1-d6a8b8401ac0","bac013bc-737e-4e34-a08b-de2c92583110","P005213","EA45E1BD-B8A5-4108-8E0E-DECA9F61A228","BUSYPA_20211007165255","QA","BP1","busypartner1@mailinator.com","Active","3","P005213","2021-10-07 16:55:59.594000000","2021-10-07 16:52:55.987000000",,"false","2021-10-07 16:57:26.897000000",,,
"30b94729-a548-4421-b6b5-018d7a1d4fa6","18bc4874-5598-4ef2-8ce8-8f36b8c3ab3a","P005214","73B4E6C4-C2A8-41B1-A7E8-9D213CF6F0F8","BUSYPA_20211007165600","QA","BP2","busypartner2@mailinator.com","Active","3","P005214","2021-10-07 17:01:01.485000000","2021-10-07 16:56:00.178000000",,"false","2021-10-07 17:03:20.055000000",,,
"015a36f3-a1db-4491-9179-a360e4457223","c12eeda0-d761-4db8-bbe9-bc912aef0066","P005278","B6D8729C-63CF-4107-AC50-952640189D7F","NEWBPA_20211014060203","New","BPAPSync","newbpapsync04@mailinator.com","Active","3","P005278","2021-10-14 06:03:55.744000000","2021-10-14 06:02:03.457000000",,"false","2021-10-14 06:05:45.928000000",,,
"23fc1267-a5df-4778-8087-02f641a10e1f","b35ee910-3775-4040-b3f4-3f558699e4eb","P005309","4D82D1EC-AD2E-493F-A4F1-E33BEAC81FC4","PNNOVARTIS20160811","User","2202","user2202@mailinator.com","Active","2","P005309","2021-10-27 06:41:23.368000000","2021-10-27 06:39:11.309000000",,"false","2022-02-09 06:28:56.041000000",,,
"e7fd40b6-579c-42bc-a1b5-5d2b3966022e","6b0cd780-a4c3-4e52-93d7-c424469c7a6a","P005301","D9C8DABC-8838-4ECE-ACF5-B25D03A4ABE2","SOFTDE_20211020101257","Soft","Deployment","softdepuser004@mailinator.com","Active","3","P005301","2021-10-20 10:16:05.649000000","2021-10-20 10:12:57.701000000",,"false","2021-10-20 10:19:34.118000000",,,
"053bc628-109b-4357-ad27-11254a3b5bf5","bdb55078-49d7-4e0c-885a-f498bfd7167c","P005313","0ABDEB1B-F186-4D8F-80D1-508067F44CE3","DFCORP_20210716084925","Dennis","Keilbach","examplecorp123@mailinator.com","Active","3","P005313","2021-10-27 14:31:26.008000000","2021-10-27 14:30:58.548000000",,"false","2021-10-27 14:32:34.320000000",,,
"bde5b76f-b5d6-4ddc-a6c4-ffcc61e78ad5","6092a0be-f4f7-4707-b784-3d0ad1a2e382","P005314","D9E48B69-CB13-46DB-9FBA-1BDC4C1C28FC","CDECOR_20211027170605","First","Last","FirstLast2710@mailinator.com","Active","3","P005314","2021-10-27 17:06:27.340000000","2021-10-27 17:06:05.710000000",,"false","2021-10-27 17:07:37.241000000",,,
"8356175e-6281-4902-be48-fd6c6ce32275","98902481-63cb-478a-8b22-35536b448855","P005315","3BEE3231-7869-4EAF-B921-00356E578B19","EXAMPL_20211027174732","Firstname","Lastname","denniskeilbach2710@mailinator.com","Active","3","P005315","2021-10-27 17:51:28.416000000","2021-10-27 17:47:32.368000000",,"false",,,,
"f89276da-9d46-41ca-ad47-05f9728e90fc","ef2036c8-2164-484e-acd0-353d3982b333","P005321","067650E2-2381-440C-83C5-B9301519A753","DSCSAD_20211102140645","Firstname","Lastname","ichbrh0211@mailinator.com","Active","3","P005321","2021-11-02 14:06:53.890000000","2021-11-02 14:06:45.762000000",,"false","2021-11-02 14:08:57.593000000",,,
"8d10ed06-68a5-45e8-a349-c3573e5768ef","3a8ed45f-89b6-40a3-bd0e-42654858e432","P005361","2494A187-92F1-466C-8B17-C3683E148215","BPCOMP_20211202064305","BP","User10","bpinvuser1118@mailinator.com","Active","3","P005361","2021-12-02 06:44:03.075000000","2021-12-02 06:43:05.536000000",,"false","2021-12-02 06:47:37.618000000",,,
"c0649d6e-5e5c-4696-b46d-2bb8cc72387c","3e00709f-ee0c-47fd-b673-d5f71f2ec649","P003211","DA415DC7-6FFF-4BF5-B119-118CC24A8FB9","USDSCSA001","Kedar","Kulkarni","kedar.kulkarni@sap.com","Active","1","P003211","2022-01-18 10:11:17.552000000","2022-01-18 10:07:20.555000000",,"false","2022-05-05 09:22:31.953000000",,"PNMARKETAUTHO20160811","USDSCSA001"
"7233d5a7-9262-45cb-b483-409d529f131b","6bca432f-582e-46bf-8d12-5a29c2d1c245","P003225","C5A7AC94-C3AB-49C1-BCB6-EE4824F50808","PNSAP_6001","Neha","Kumari","neha.kumari04@sap.com","Active","1","P003225","2021-05-06 11:30:27.146000000","2021-05-06 11:26:08.065000000",,"false","2021-06-25 09:50:27.491000000",,,"PNNOVARTIS20160811"
"50319c19-9618-42a4-bba1-8e28e0e08dc8","467f74e8-21a9-4715-8a4d-11432a2e5532","P006548","Portal:C1B5D19E-889D-4F90-94C8-07CEAE80338F","PNBRICHCUST002","test","nk","test.nk@mailinator.com","Active","1","P006548","2022-05-19 13:40:40.736000000","2022-05-19 13:38:12.021000000","P004757","true","2022-05-19 13:51:10.976000000",,,"PNBRICHCUST002"
"268f4e03-c9ee-4add-bc9f-d6eb00a8b1ce","04201e57-5608-449b-a81a-feec3a6ad532","P006429","Portal:C8FE329F-836A-4B25-86EC-809C55F3D363,PBC:BDB43495-585C-458E-B94C-DEB5D825F46A","TestBrazilUSScenario","US","TIExhange","us.tiexchange2205@mailinator.com","Active","1","P006429","2022-05-10 08:51:33.939000000","2022-05-10 08:47:55.520000000","P003211","true","2022-05-10 08:52:43.478000000",,,"TestBrazilUSScenario"
"e7a55dba-8594-47f7-8aec-af9d4d263deb","a275716c-f0e2-4eab-916a-2b29864d806c","P006413","Portal:7C18B8C5-C815-422E-963D-46B49909A48B,PBC:4FBAF85B-2FD9-48F5-A112-52D8FD727DCA","USDSCSA001","US","TIExchange","ti.exchange2205@mailinator.com","Inactive","2","P006413","2022-05-09 07:07:35.612000000","2022-05-09 07:06:20.704000000","P003211","false","2022-05-09 07:12:33.562000000",,,"USDSCSA001"
"d3b59f6b-6099-48bc-8605-fef822714d24","d86e6b6b-af4a-4efe-a3f3-230cc5a1051c","P004886","51FB4572-17A1-494D-805E-9E25D9CD6C48","PNNOVARTIS20160811","Krishma","Bhatia","krishma.bhatia@sap.com","Active","1","P004886","2021-08-17 13:12:34.091000000","2021-08-17 13:10:50.595000000",,"false","2021-09-21 12:33:34.515000000",,,"PNNOVARTIS20160811"
"35871422-74cd-4668-97dc-c76607f38cf6","4b9b6f49-db37-42c2-b912-b15b19b90cc7","P006442","Portal:8B68CD5C-DCB9-416D-B959-37D2F5B888ED,PBC:AE1379A7-D9DD-417C-9813-733FA2418571","TestBrazilUSScenario","Brazil","test-2205","brazil-test-2205@mailinator.com","Active","1","P006442","2022-05-11 16:42:18.636000000","2022-05-11 16:41:26.474000000","P003211","true",,,,"TestBrazilUSScenario"
"e9b6a008-802d-4f99-abf3-028368140adc","d86e6b6b-af4a-4efe-a3f3-230cc5a1051c","P004886","2BEC5BF7-2D2E-47DB-AF4F-68D26C1E5840","PNSAP_6001","Krishma","Bhatia","krishma.bhatia@sap.com","Active","1","P004886","2021-09-27 09:13:10.259000000","2021-09-27 09:11:59.298000000",,"false",,,,"PNNOVARTIS20160811"
"18938aa5-9f01-440d-8181-0fbc9edecbab","41f356b9-139f-4fa2-a114-e30b5b20123d","P004884","9C4BA3AC-6449-439E-ADAC-0A816D181F4F","PNNOVARTIS20160811","vivek","satavase","vivek.vithoba.satavase@sap.com","Active","1","P004884","2021-09-08 06:56:24.380000000","2021-09-08 06:51:53.322000000",,"false","2022-04-01 07:23:41.105000000",,"PNMARKETAUTHO20160811","USDSCSA001"
"f2e1915f-a00d-4c48-b5be-703659cdfc5a","0468d090-13e6-40f8-9435-1ee8c116f0c9","P005129","CB117BD6-558E-4F70-B545-76A2F61F5B19","PNSAP_6001","Dewarsh","Joshi","dewarsh.diwakar.joshi@sap.com","Active","1","P004642","2021-06-21 15:31:13.353000000","2021-06-21 15:30:26.457000000",,"false","2021-09-22 16:57:23.567000000",,,
"26e6206c-44c4-42b2-9fc3-2992cdc75bdc","54f9da7a-8ae8-4977-9bf2-3cc6ad658403","P001176","30462484-B896-482B-B504-C064AB62BD81","PNSAP_6001","Sandeep","Dikshit","sandeep.kumar.dikshit@sap.com","Active","1","P001176","2021-06-15 05:56:34.295000000","2021-06-15 05:56:11.941000000",,"false","2022-01-19 05:12:28.227000000","PN-12345678",,"PN-12345678"
"bb7286aa-5184-4ccb-8f34-ac5d61700eab","e05a1d70-27ad-4e97-b876-cf59a5a29915","P001889","0390DC5D-D31F-4AC5-8FE5-17BCAC62C80E","PNSAP_6001","Anil","Suresh","anil.suresh.kumar@sap.com","Active","1","P001889","2021-07-22 13:19:23.293000000","2021-07-22 13:18:56.515000000",,"false","2021-07-22 14:00:11.615000000",,,
"1b0cf344-059d-45a4-96a0-a7ed00e7b1c9","5e6396b7-a8bb-4139-9428-2a6ba1571dbb","P006322","A06B3F8A-7A96-4FAF-8643-3931B7E8742A,PBC:98E77012-9E56-4EFB-A471-CDEDF537B956","USDSCSA001","vivek","satavase","vivek.vithoba.satavase@mailinator.com","Active","1","P006322","2022-04-21 06:41:55.758000000","2022-04-21 06:40:40.524000000","P004884","false","2022-07-14 10:21:19.253000000",,,"USDSCSA001"
"01afb613-50aa-45d8-86b0-cf609b945d82","0cb5da2a-754f-4e01-86de-6017b8989f13","P003223","D46B8374-7A96-4557-A7B5-E211BD576265","PN-1234567890","Hina","Kumari","kumari.hina@sap.com","Active","1","P003223","2021-03-24 12:16:14.932000000","2021-03-24 12:14:34.455000000",,"false",,"MAH",,"DUMMY123"
"9b080554-339a-435d-85ea-96852cb65f41","b792de54-d547-4d5c-8632-a95cba665068","P006289","","TESTDI_20220411091748","test","dispenser","testdispenser1@mailinator.com","Migrated","3","P006289","2022-04-11 09:18:04.449000000","2022-04-11 09:17:49.378000000",,"true","2022-04-11 09:22:09.708000000",,,"TESTDI_20220411091748"
"ec2b9607-e2a3-441c-acba-310c28007314","34e12da6-0798-45c7-8494-362b8877824b","P006293","","TESTDI_20220413042123","test","dispenser10","testdispenser10@mailinator.com","Migrated","3","P006293","2022-04-13 04:22:50.240000000","2022-04-13 04:21:24.422000000",,"true","2022-04-13 04:25:04.985000000",,,"TESTDI_20220413042123"
"421a4c41-0dc1-4004-b945-eb9c0514a565","113164e0-75fe-4eba-ad5a-0d3b8820c3dd","P006297","","USWHO_20220413112417","US","Wholesaler","us.who1@mailinator.com","Migrated","3","P006297","2022-04-13 11:27:53.174000000","2022-04-13 11:24:18.495000000",,"true","2022-04-13 11:31:27.514000000",,,"USWHO_20220413112417"
"f8fbce39-b678-4122-9dc0-4ef67726683b","a3068da1-e8cd-45bd-b534-374acca11408","P006298","","TESTDI_20220413113900","test","dispenser11","testdispenser11@mailinator.com","Migrated","3","P006298","2022-04-13 11:42:53.936000000","2022-04-13 11:39:01.015000000",,"true","2022-04-13 11:44:21.867000000",,,"TESTDI_20220413113900"
"ad5ca863-7e02-478f-99b2-3fd604e7d910","353531e1-686e-4743-8998-b5ed6511b0ba","P006352","","USSCTE_20220429045008","Distributor","1","usscdistributor01@mailinator.com","Migrated","3","P006352","2022-04-29 04:54:39.904000000","2022-04-29 04:50:09.831000000",,"true","2022-04-29 05:07:26.730000000",,,"USSCTE_20220429045008"
"4061471c-dc30-4bfd-8ae7-466ec026f163","68fda759-d5cf-4b0e-8f21-da06c815a974","P006353","","DISPEN_20220429130957","Dispenser","User501","usdispenser501@mailinator.com","Migrated","3","P006353","2022-04-29 13:12:45.701000000","2022-04-29 13:09:57.864000000",,"true","2022-04-29 13:15:52.982000000",,,"DISPEN_20220429130957"
"2f6ebe0d-efa2-4036-8137-972a444e3290","f27a0036-ef42-444b-aa93-8d21f07f1899","P005885","A1ADEF97-CC82-44A2-AEA6-4ACAEE15CE9D","Defect Check","First","DumbUser","first1@dummymail.com","Active","1","P005885","2022-01-31 08:12:47.957000000","2022-01-31 08:09:20.146000000",,"false",,"Defect Check",,
"9eebd47a-840f-46f6-8c93-3544d767f764","c9de3a70-036d-4b9f-8da1-9165774620d9","P006355","","USDSCSA001","test","brazil","test.brazil@mailinator.com","Migrated","1","P006355","2022-05-02 04:56:28.688000000","2022-05-02 04:54:14.326000000","P004884","true","2022-05-02 05:03:27.353000000",,,"USDSCSA001"
"6f73b732-c68c-4a3d-9b87-45a545f670c6","5e974a3a-c4dc-4bf0-bd53-e44af07f7335","P006357","","TESTPA_20220502061102","test","partner11","test.partner11@mailinator.com","Migrated","3","P006357","2022-05-02 06:11:29.733000000","2022-05-02 06:11:04.055000000",,"true","2022-05-02 06:15:13.805000000",,,"TESTPA_20220502061102"
